percepcion,ideologia,KEY
desaprueba,PRD poco,20_565
desaprueba,PRD mucho,20_565
desaprueba,PRD mucho,20_565
aprueba algo,PAN mucho,20_565
aprueba algo,PAN poco,20_565
aprueba algo,PAN poco,20_565
desaprueba,PRI mucho,20_565
aprueba algo,PAN poco,20_567
desaprueba,PRI mucho,20_567
desaprueba,PVEM mucho,20_567
aprueba algo,PRI mucho,20_567
aprueba algo,PAN mucho,20_567
desaprueba,Morena mucho,20_567
desaprueba,MC poco,20_570
desaprueba,PRD mucho,20_570
desaprueba,PRI mucho,20_570
desaprueba,Ninguno ,20_570
desaprueba,Ninguno ,20_570
desaprueba,Ninguno ,20_570
desaprueba,PRD poco,20_570
desaprueba,PRD mucho,20_570
desaprueba,PH mucho,20_570
N/S,PT poco,20_570
desaprueba,PAN poco,20_570
desaprueba,PRD mucho,20_570
desaprueba,PAN poco,20_570
desaprueba,PRD mucho,20_570
desaprueba,PAN poco,20_570
desaprueba,PRD mucho,20_570
N/S,Morena mucho,20_570
N/S,PVEM mucho,20_570
aprueba algo,Morena mucho,20_570
desaprueba,PRI mucho,20_570
aprueba algo,PRI mucho,20_570
desaprueba,Morena poco ,20_570
desaprueba,Ninguno ,20_570
N/S,PVEM poco,20_570
desaprueba,PVEM poco,20_570
desaprueba,PT mucho,20_570
desaprueba,Ninguno ,20_570
desaprueba,PVEM mucho,20_570
desaprueba,Ninguno ,20_570
desaprueba,PRD mucho,20_570
desaprueba,PVEM poco,20_570
desaprueba,Ninguno ,20_570
desaprueba,Ninguno ,20_570
desaprueba,PAN mucho,20_570
desaprueba,PRD poco,20_570
N/S,Ninguno ,20_570
desaprueba,PRD mucho,20_570
desaprueba,PRD poco,20_570
desaprueba,PVEM poco,20_570
desaprueba,Ninguno ,20_570
aprueba algo,PAN poco,20_570
desaprueba,PVEM poco,20_570
desaprueba,PAN mucho,20_570
desaprueba,PAN poco,20_570
desaprueba,PAN poco,20_570
