SbjNum,fecha,Clave.Ent,Entidad,Clave.Mun,KEY,Municipio,Clave.Localidad,Localidad,Clave.Sec,Clave.Manzana,PA,PB,B1,PD,P1_1,P1_2,P1_3,P1_5,P1_6,P1_7,P2_1,P2_2,P2_3,P2_5,P2_6,P2_7,P3,P3_1,P4,P5,P7,ideologia,P8,percepcion,P9,P10,P11,P12_1,P12_2,P12_4,P12_5,NIVEL,Ponderador
189887679,07/09/2023,30,VERACRUZ,132,30_132,"POZA RICA DE HIDALGO, VER.",1,POZA RICA DE HIDALGO,3159,5,1,22,,1,1,2,1,1,1,2,2,,2,2,5,,1,1,97,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,1,1,1,1,2,0.7
189807874,07/09/2023,22,QUERETARO,10,22_10,"EL MARQUES, QRO.",48,PALO ALTO,209,16,1,22,,1,1,1,1,1,1,,2,4,2,2,5,,1,1,1,7,2,Ninguno,97,Que siga gobernando Morena,1,2,1,1,1,1,2,3,0.84
169525179,07/09/2023,21,PUEBLA,173,21_173,"TEZIUTLAN, PUE.",10,IXTICPAN,2173,1,1,46,5,1,1,1,1,1,1,1,1,5,1,4,98,2,1,1,1,2,6,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,3,2,2,2,2,1,3,0.79
189879956,07/09/2023,30,VERACRUZ,82,30_82,"IXHUATLAN DE MADERO, VER.",67,OXITEMPA,1744,9999,2,44,,1,1,1,1,2,1,1,1,3,3,,98,98,1,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,5,1.2
189899102,07/09/2023,25,SINALOA,11,25_11,"GUASAVE, SIN.",15,JUAN JOSE RIOS,2193,5,1,69,,1,1,1,1,2,1,2,3,3,1,,98,,1,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,4,0.55
189894680,07/09/2023,30,VERACRUZ,118,30_118,"OMEALCA, VER.",2,AMPLIACION BALSA LARGA,2661,15,2,20,,1,1,2,2,2,1,2,2,,,,98,,1,1,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,4,0.86
189824693,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1469,4,2,24,,1,1,2,1,1,1,,2,,98,98,98,,1,1,2,97,1,Ninguno,97,Que siga gobernando Morena,1,3,1,1,1,1,2,3,0.7
189881383,07/09/2023,24,SAN LUIS POTOSI,35,24_35,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",1,SOLEDAD DE GRACIANO SANCHEZ,1246,21,2,38,,1,1,1,1,1,1,,2,98,2,98,98,,1,1,2,98,2,MORENA,7,Que haya un cambio de partido en el gobierno,2,2,1,1,1,3,2,5,1.2
9230023,07/09/2023,5,COAHUILA,2,5_2,"ACUÑA, COAH.",1,ACUÑA,3,33,2,33,,1,2,2,1,2,1,,,,4,,98,,98,1,2,7,1,Ninguno,97,Que siga gobernando Morena,1,2,2,1,1,1,2,6,2.12
189828762,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",230,FRACCIONAMIENTO VALLE DE LOS MOLINOS,3026,21,2,65,,1,2,2,1,2,2,,,,2,,,,1,1,2,7,1,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,4,0.87
189886812,07/09/2023,2,BAJA CALIFORNIA,2,2_2,"MEXICALI, B.C.",33,SANTA ISABEL,544,34,2,46,,1,2,2,1,1,2,,,,2,2,,,1,1,2,7,3,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.7
189875952,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,919,4,2,47,,1,1,2,1,2,2,2,1,,3,,,,1,1,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.48
189839657,07/09/2023,2,BAJA CALIFORNIA,5,2_5,"PLAYAS DE ROSARITO, B.C.",4,POBLADO ROSARITO,1263,56,1,50,,1,2,2,1,2,2,,,,3,,,,1,1,98,98,2,MORENA,7,Que haya un cambio de partido en el gobierno,2,2,1,1,1,1,1,3,0.79
9230060,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",1,ENSENADA,89,18,1,24,,1,1,2,1,2,2,1,1,,4,,,1,1,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,1,1,1,1,4,1.03
189833825,07/09/2023,9,CIUDAD DE MEXICO,11,9_11,"TLAHUAC, CDMX",1,CIUDAD DE MEXICO,5550,9,2,40,,1,1,1,1,2,2,,3,3,3,,,,1,1,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,3,0.62
189919066,07/09/2023,30,VERACRUZ,103,30_103,"MARTINEZ DE LA TORRE, VER.",1,MARTINEZ DE LA TORRE,2307,1,1,45,,1,1,1,1,2,2,2,2,98,3,,,,1,1,98,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.79
189828871,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",230,FRACCIONAMIENTO VALLE DE LOS MOLINOS,3026,295,1,45,,1,2,1,1,2,2,,,4,4,,,,1,1,1,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,6,2.22
169555047,07/09/2023,28,TAMAULIPAS,32,28_32,"REYNOSA, TAMPS.",1,REYNOSA,1113,66,2,19,2,1,1,1,2,2,2,2,2,2,,,,,1,1,1,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.7
169547305,07/09/2023,21,PUEBLA,173,21_173,"TEZIUTLAN, PUE.",10,IXTICPAN,2173,2,2,23,2,1,1,2,2,2,2,2,2,,,,,,1,1,2,98,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,4,0.86
189886820,07/09/2023,2,BAJA CALIFORNIA,2,2_2,"MEXICALI, B.C.",33,SANTA ISABEL,544,34,1,18,,1,2,1,2,2,2,,,3,,,,,1,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,5,1.61
189838784,07/09/2023,2,BAJA CALIFORNIA,5,2_5,"PLAYAS DE ROSARITO, B.C.",4,POBLADO ROSARITO,1263,208,1,70,,1,2,2,2,2,2,,,,,,,,1,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,7,1.97
189831098,07/09/2023,1,AGUASCALIENTES,5,1_5,"JESUS MARIA, AGS.",1,JESUS MARIA,394,80,1,54,,1,2,1,2,2,2,,,3,,,,,1,1,1,7,2,PAN - Partido Acción Nacional,1,Que siga gobernando Morena,1,1,2,3,1,1,1,4,0.97
9230076,07/09/2023,5,COAHUILA,17,5_17,"MATAMOROS, COAH.",1,MATAMOROS,271,23,1,21,,1,2,2,2,1,2,2,,,,4,,,1,1,97,7,1,PRI - Partido Revolucionario Institucional,2,Que siga gobernando Morena,1,3,2,3,1,1,1,6,2.35
189836566,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",8,LAS AMAPOLAS,4497,296,2,49,,1,2,1,1,2,2,,,98,98,,,,1,1,2,6,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,2,1,3,2,2,4,0.7
4408745050,07/09/2023,14,JALISCO,75,14_75,"SAN JUAN DE LOS LAGOS, JAL.",1,SAN JUAN DE LOS LAGOS,2068,95,1,49,,1,1,1,2,1,2,1,2,2,,2,,2,1,1,2,6,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,3,1,3,2,1,2,0.66
9230014,07/09/2023,5,COAHUILA,2,5_2,"ACUÑA, COAH.",1,ACUÑA,3,91,2,54,,1,2,2,2,1,2,,,,,2,,,1,1,2,6,2,MC - Movimiento Ciudadano,6,Que siga gobernando Morena,1,2,2,1,2,2,1,6,1.61
4408702046,07/09/2023,16,MICHOACAN,103,16_103,"URUAPAN, MICH.",1,URUAPAN DEL PROGRESO,2210,28,2,26,,1,1,2,2,2,2,2,1,,,,,,1,1,1,1,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,2,0.63
189873732,07/09/2023,7,CHIAPAS,102,7_102,"TUXTLA GUTIERREZ, CHIS.",1,TUXTLA GUTIERREZ,2044,16,1,31,,1,2,2,2,2,2,2,,,,,,,1,1,1,1,5,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,2,3,2,1,2,0.71
189879957,07/09/2023,30,VERACRUZ,82,30_82,"IXHUATLAN DE MADERO, VER.",67,OXITEMPA,1744,9999,1,70,,1,2,1,2,1,2,2,,2,,98,,,1,1,2,1,3,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,2,3,2,1,6,1.25
189928338,07/09/2023,11,GUANAJUATO,15,11_15,"GUANAJUATO, GTO.",1,GUANAJUATO,871,24,1,53,,1,1,2,2,2,2,2,98,,,,,,1,1,2,2,6,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,1,3,0.79
189883267,07/09/2023,24,SAN LUIS POTOSI,35,24_35,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",1,SOLEDAD DE GRACIANO SANCHEZ,1246,21,1,68,,1,2,1,2,2,2,,,3,,,,,1,1,1,2,5,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,3,1,2,2,2,1,6,1.25
189836345,07/09/2023,2,BAJA CALIFORNIA,5,2_5,"PLAYAS DE ROSARITO, B.C.",4,POBLADO ROSARITO,1263,208,2,41,,1,2,2,2,2,2,,,,,,,,1,1,2,2,3,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,3,0.62
189883782,07/09/2023,24,SAN LUIS POTOSI,35,24_35,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",1,SOLEDAD DE GRACIANO SANCHEZ,1246,42,1,37,,1,2,2,2,2,2,2,,,,,,,1,1,2,5,2,PVEM – Partido Verde Ecologista de México,5,Que haya un cambio de partido en el gobierno,2,2,1,2,2,2,1,4,1.03
189881170,07/09/2023,24,SAN LUIS POTOSI,35,24_35,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",1,SOLEDAD DE GRACIANO SANCHEZ,1246,21,2,19,,1,2,2,2,2,2,2,,,,,,,1,1,2,5,1,PVEM – Partido Verde Ecologista de México,5,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,1,4,0.86
189874641,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4821,1,2,60,,1,1,1,1,1,2,1,2,2,3,2,,2,1,1,99,7,2,MORENA,7,Que siga gobernando Morena,1,1,1,2,2,2,1,5,1.5
189835640,07/09/2023,1,AGUASCALIENTES,5,1_5,"JESUS MARIA, AGS.",1,JESUS MARIA,394,17,1,38,,1,2,2,2,2,2,,,,,,,,1,1,1,2,6,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,97,2,2,2,3,0.84
9230013,07/09/2023,5,COAHUILA,2,5_2,"ACUÑA, COAH.",1,ACUÑA,3,33,2,47,,1,1,2,1,2,2,,1,,2,,,,1,1,2,6,7,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,3,1,2,3,2,2,0.48
169554685,07/09/2023,28,TAMAULIPAS,32,28_32,"REYNOSA, TAMPS.",1,REYNOSA,1113,66,2,28,3,1,1,1,2,2,2,2,2,2,,,,,1,1,2,98,1,Ninguno,97,No sabe,98,1,2,1,3,3,1,3,0.76
169554933,07/09/2023,28,TAMAULIPAS,22,28_22,"MATAMOROS, TAMPS.",1,H. MATAMOROS,663,25,1,18,2,1,1,1,2,2,2,2,2,2,,,,,1,1,1,98,2,NS / NR,98,Que siga gobernando Morena,1,1,2,1,3,3,1,3,0.84
189829751,07/09/2023,1,AGUASCALIENTES,5,1_5,"JESUS MARIA, AGS.",1,JESUS MARIA,394,80,2,21,,1,2,2,2,2,2,,,,,,,,1,1,2,3,1,MORENA,7,Que haya un cambio de partido en el gobierno,2,2,1,2,2,3,1,3,0.7
189837120,07/09/2023,2,BAJA CALIFORNIA,5,2_5,"PLAYAS DE ROSARITO, B.C.",4,POBLADO ROSARITO,1263,56,1,38,,1,2,2,2,1,2,,,,,2,,,1,1,2,7,1,PRI - Partido Revolucionario Institucional,2,Que siga gobernando Morena,1,2,2,3,2,3,2,6,2.35
9230021,07/09/2023,5,COAHUILA,2,5_2,"ACUÑA, COAH.",1,ACUÑA,3,91,2,22,,1,1,1,1,1,2,,4,4,5,3,,,1,1,2,3,7,PRD - Partido de la Revolución Democrática,3,Que haya un cambio de partido en el gobierno,2,3,1,3,2,3,2,1,0.45
9230130,07/09/2023,8,CHIHUAHUA,60,8_60,"SANTA BARBARA, CHIH.",1,SANTA BARBARA,2583,76,1,66,,1,1,2,1,2,2,2,3,,3,,,,1,1,2,7,6,MORENA,7,Que siga gobernando Morena,1,1,2,3,1,2,2,4,0.55
169554814,07/09/2023,28,TAMAULIPAS,32,28_32,"REYNOSA, TAMPS.",1,REYNOSA,1113,62,2,21,2,1,1,1,2,2,2,2,2,2,,,,,1,1,2,98,98,Ninguno,97,Que siga gobernando Morena,1,1,2,3,3,2,1,3,0.7
169527954,07/09/2023,21,PUEBLA,173,21_173,"TEZIUTLAN, PUE.",10,IXTICPAN,2173,2,1,53,5,1,2,2,2,2,2,1,,,,,,2,1,1,2,97,97,MORENA,7,Que siga gobernando Morena,1,1,2,3,3,1,97,7,3.51
189938896,07/09/2023,15,MEXICO,104,15_104,"TLALMANALCO, MEX.",1,TLALMANALCO DE VELAZQUEZ,4736,11,2,54,,1,1,2,2,2,2,2,2,,,,,,1,1,2,98,1,PRD - Partido de la Revolución Democrática,3,Que haya un cambio de partido en el gobierno,2,2,1,2,98,98,98,6,1.61
189899388,07/09/2023,3,BAJA CALIFORNIA SUR,3,3_3,"LA PAZ, B.C.S.",1,LA PAZ,198,33,1,19,,1,2,2,2,1,2,2,,,,3,,,1,1,98,98,2,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,1,98,3,2,98,3,0.84
4408783856,07/09/2023,16,MICHOACAN,86,16_86,"TANGANCICUARO, MICH.",9,ETUCUARO,1934,34,2,32,,1,1,2,1,1,2,1,2,,3,2,,2,3,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,5,1.45
189895325,07/09/2023,31,YUCATAN,50,31_50,"MERIDA, YUC.",4,CHOLUL,642,132,2,35,,1,2,2,2,2,2,2,,,,,,,3,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,6,1.75
169551934,07/09/2023,20,OAXACA,69,20_69,"PINOTEPA DE DON LUIS, OAX.",1,PINOTEPA DE DON LUIS,635,77,2,43,4,1,1,2,1,1,2,1,2,,2,2,,2,3,1,1,7,2,MORENA,7,Que siga gobernando Morena,1,1,1,3,3,1,1,3,0.62
169549827,07/09/2023,19,NUEVO LEON,47,19_47,"SAN NICOLAS DE LOS GARZA, N.L.",1,SAN NICOLAS DE LOS GARZA,1784,40,2,20,2,1,2,2,2,1,2,2,,,,2,,,3,1,2,6,2,MORENA,7,Que siga gobernando Morena,1,1,2,3,3,1,1,2,0.58
4408751462,07/09/2023,14,JALISCO,72,14_72,"EL SALTO, JAL.",2,LAS PINTAS,2033,12,1,33,,1,1,1,1,1,2,2,2,2,4,1,,,3,1,2,1,7,Ninguno,97,Que haya un cambio de partido en el gobierno,2,98,3,3,98,1,97,1,0.55
189879608,07/09/2023,11,GUANAJUATO,17,11_17,"IRAPUATO, GTO.",16,VILLAS DE IRAPUATO,1149,8,2,65,,1,1,2,1,1,2,2,98,,98,98,,,3,1,1,1,98,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,6,1.98
4408776737,07/09/2023,16,MICHOACAN,86,16_86,"TANGANCICUARO, MICH.",9,ETUCUARO,1934,9,2,21,,1,1,1,2,1,2,2,2,2,,2,,,3,1,2,1,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,2,2,2,2,1,0.45
189819485,07/09/2023,15,MEXICO,26,15_26,"CHALCO, MEX.",1,CHALCO DE DIAZ COVARRUBIAS,937,24,2,25,,1,1,1,2,2,2,,2,2,,,,,3,1,2,1,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,2,2,2,2,4,0.93
189890978,07/09/2023,19,NUEVO LEON,49,19_49,"SANTIAGO, N.L.",1,SANTIAGO,2105,22,2,20,,1,2,2,2,2,2,2,,,,,,,3,1,2,1,5,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,2,3,2,1,5,1.34
189830577,07/09/2023,1,AGUASCALIENTES,5,1_5,"JESUS MARIA, AGS.",1,JESUS MARIA,394,80,2,23,,1,2,2,2,2,2,,,,,,,,3,1,2,1,2,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,2,2,2,2,1,0.45
189836372,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",8,LAS AMAPOLAS,4497,296,2,26,,1,2,2,2,2,2,,,,,,,,3,1,1,1,2,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,2,0.63
189877708,07/09/2023,32,ZACATECAS,42,32_42,"SOMBRERETE, ZAC.",1,SOMBRERETE,1293,33,2,45,,1,2,2,2,2,2,2,,,,,,,3,1,2,2,6,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,2,3,0.57
9230005,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",1,ENSENADA,89,12,2,43,,1,2,2,1,1,2,,,,3,2,,,3,1,1,1,3,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,3,2,2,2,1,0.41
189940553,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,20,1,27,,1,1,2,1,2,2,2,2,,2,,,,3,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,3,2,3,0.85
4408818002,07/09/2023,16,MICHOACAN,54,16_54,"MORELIA, MICH.",1,MORELIA,1206,5,1,25,,1,1,2,1,2,2,2,1,,2,,,,3,1,1,7,3,MORENA,7,Que siga gobernando Morena,1,2,1,2,2,3,1,2,0.71
189833712,07/09/2023,3,BAJA CALIFORNIA SUR,3,3_3,"LA PAZ, B.C.S.",1,LA PAZ,198,13,2,19,,1,2,2,2,2,2,,,,,,,,3,1,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,2,2,3,1,6,1.96
189886113,07/09/2023,13,HIDALGO,51,13_51,"SAN AGUSTIN TLAXIACA, HGO.",1,SAN AGUSTIN TLAXIACA,1008,15,2,18,,1,1,2,1,1,2,1,2,,2,2,,2,3,1,2,97,3,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,1,3,1,3,1,3,0.7
189891460,07/09/2023,19,NUEVO LEON,49,19_49,"SANTIAGO, N.L.",1,SANTIAGO,2105,22,1,32,,1,2,2,1,1,2,2,,,98,2,,,3,1,2,6,2,PT- Partido del Trabajo,4,Que siga gobernando Morena,1,3,2,3,3,3,2,7,3.74
189827184,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",230,FRACCIONAMIENTO VALLE DE LOS MOLINOS,3026,21,2,55,,1,1,2,1,1,2,,2,,2,1,,,3,1,2,6,1,MC - Movimiento Ciudadano,6,Que siga gobernando Morena,1,1,2,3,3,3,1,4,0.96
9230004,07/09/2023,7,CHIAPAS,56,7_56,"MITONTIC, CHIS.",5,CHALAM,784,9999,1,30,,1,2,2,2,1,2,,,,,1,,,3,1,2,98,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,3,1,3,1,3,1,1,0.55
189934479,07/09/2023,5,COAHUILA,30,5_30,"SALTILLO, COAH.",1,SALTILLO,1636,54,2,27,,1,2,2,2,2,2,2,,,,,,,3,1,1,2,4,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,3,3,3,2,1,3,0.76
4408416497,07/09/2023,15,MEXICO,43,15_43,"IXTLAHUACA, MEX.",5,SAN LORENZO TOXICO,2229,1,2,22,,1,1,1,1,1,2,2,2,5,3,3,,,97,1,1,98,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,3,3,97,3,2,1,0.45
189869284,07/09/2023,11,GUANAJUATO,42,11_42,"VALLE DE SANTIAGO, GTO.",101,EL PERICO,2877,7,1,25,,1,1,2,2,2,2,2,2,,,,,,98,1,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,4,1.03
189921525,07/09/2023,30,VERACRUZ,103,30_103,"MARTINEZ DE LA TORRE, VER.",1,MARTINEZ DE LA TORRE,2307,44,2,33,,1,1,2,2,2,2,2,98,,,,,,98,1,2,7,2,Ninguno,97,Que siga gobernando Morena,1,2,2,1,1,1,2,4,0.93
189887986,07/09/2023,30,VERACRUZ,132,30_132,"POZA RICA DE HIDALGO, VER.",1,POZA RICA DE HIDALGO,3159,5,2,34,,1,1,1,2,2,2,1,2,2,,,,2,98,1,1,1,2,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,2,0.63
4408803306,07/09/2023,16,MICHOACAN,86,16_86,"TANGANCICUARO, MICH.",9,ETUCUARO,1934,34,2,26,,1,1,2,1,1,2,2,1,,2,2,,,98,1,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,2,2,3,1,6,2.12
9230104,07/09/2023,7,CHIAPAS,16,7_16,"CATAZAJA, CHIS.",161,LA SIRIA II SECCION,195,8,1,62,,1,1,1,1,1,1,1,98,98,3,98,1,98,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,1,1,1,1,6,1.75
189924271,07/09/2023,30,VERACRUZ,103,30_103,"MARTINEZ DE LA TORRE, VER.",1,MARTINEZ DE LA TORRE,2307,44,2,34,,1,1,1,1,1,1,1,4,2,1,4,1,2,1,2,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,1,0.49
189821793,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1469,9,1,73,,1,1,1,1,1,1,,5,5,1,5,1,,1,1,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,3,0.45
189827710,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",230,FRACCIONAMIENTO VALLE DE LOS MOLINOS,3026,295,1,21,,1,1,2,1,1,1,,2,,4,2,1,,3,2,2,6,3,MC - Movimiento Ciudadano,6,Que siga gobernando Morena,1,3,1,1,2,2,2,3,0.84
169547766,07/09/2023,28,TAMAULIPAS,32,28_32,"REYNOSA, TAMPS.",1,REYNOSA,1113,66,2,60,6,1,1,1,1,1,1,2,2,4,2,4,1,,3,2,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,3,2,2,2,2,2,0.65
189891143,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1405,23,2,35,,1,1,2,1,1,1,2,2,,1,3,1,,3,2,1,2,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,3,0.62
189887738,07/09/2023,13,HIDALGO,51,13_51,"SAN AGUSTIN TLAXIACA, HGO.",1,SAN AGUSTIN TLAXIACA,1008,23,1,27,,1,1,1,1,1,1,1,5,4,1,2,1,4,3,2,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,1,0.55
9230059,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",1,ENSENADA,89,18,1,24,,1,1,2,1,2,1,2,4,,1,,1,,3,2,2,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,1,0.55
189876680,07/09/2023,7,CHIAPAS,102,7_102,"TUXTLA GUTIERREZ, CHIS.",1,TUXTLA GUTIERREZ,2044,16,1,50,,1,1,1,1,1,1,2,1,1,1,1,1,,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,2,2,2,1,3,0.79
169546602,07/09/2023,28,TAMAULIPAS,35,28_35,"SAN FERNANDO, TAMPS.",1,SAN FERNANDO,1242,87,2,83,7,1,2,2,1,2,1,1,,,3,,1,2,3,2,1,2,5,MORENA,7,Que haya un cambio de partido en el gobierno,2,2,1,2,2,2,2,2,0.59
189806919,07/09/2023,22,QUERETARO,10,22_10,"EL MARQUES, QRO.",48,PALO ALTO,209,4,2,47,,1,1,1,2,1,1,,2,2,,2,1,,3,2,1,1,2,MORENA,7,Que siga gobernando Morena,1,1,2,2,2,2,1,5,1.1
189839182,07/09/2023,9,CIUDAD DE MEXICO,3,9_3,"COYOACAN, CDMX",1,CIUDAD DE MEXICO,367,51,1,58,,1,1,1,1,2,1,,4,4,3,,1,,97,2,1,98,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,2,2,2,2,1,0.41
189946844,07/09/2023,11,GUANAJUATO,20,11_20,"LEON, GTO.",1,LEON,1694,74,2,53,,1,1,2,1,2,1,1,98,,1,,1,5,97,2,1,98,98,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,3,0.57
9230106,07/09/2023,7,CHIAPAS,16,7_16,"CATAZAJA, CHIS.",161,LA SIRIA II SECCION,195,8,1,65,,1,2,1,1,1,1,1,,98,1,98,1,2,97,2,1,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,2,0.37
169555003,07/09/2023,25,SINALOA,10,25_10,"EL FUERTE, SIN.",7,MOCHICAHUI,2072,11,1,85,7,1,1,1,1,2,1,2,3,98,2,,1,,97,2,1,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,1,0.29
189840914,07/09/2023,26,SONORA,59,26_59,"CAJEME, SON.",1,CD. OBREGON,925,27,2,30,,1,1,2,1,2,1,,2,,2,,1,,97,2,97,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,2,2,2,2,2,0.63
189839337,07/09/2023,9,CIUDAD DE MEXICO,3,9_3,"COYOACAN, CDMX",1,CIUDAD DE MEXICO,367,51,2,78,,1,1,1,1,1,1,,4,3,3,2,1,,98,2,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,4,0.87
189894187,07/09/2023,30,VERACRUZ,118,30_118,"OMEALCA, VER.",2,AMPLIACION BALSA LARGA,2661,12,1,55,,1,1,1,1,1,1,2,2,2,3,98,2,,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,4,0.77
189828106,07/09/2023,17,MORELOS,30,17_30,"YECAPIXTLA, MOR.",2,JUAN MORALES,865,47,2,54,,1,1,2,1,2,1,,3,,2,,2,,1,2,97,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,1,1,1,1,5,1.1
