SbjNum,fecha,Clave.Ent,Entidad,Clave.Mun,KEY,Municipio,Clave.Localidad,Localidad,Clave.Sec,Clave.Manzana,PA,PB,B1,PD,P1_1,P1_2,P1_3,P1_5,P1_6,P1_7,P2_1,P2_2,P2_3,P2_5,P2_6,P2_7,P3,P3_1,P4,P5,P7,ideologia,P8,percepcion,P9,P10,P11,P12_1,P12_2,P12_4,P12_5,NIVEL,Ponderador
189890963,07/09/2023,9,CIUDAD DE MEXICO,14,9_14,"BENITO JUAREZ, CDMX",1,CIUDAD DE MEXICO,4405,9,1,51,,1,1,2,1,2,2,1,3,,2,,,99,98,2,1,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,4,0.97
189889953,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4228,34,2,66,,1,1,2,1,2,2,2,1,,2,,,,98,2,98,7,2,MORENA,7,Que siga gobernando Morena,1,98,98,1,1,1,1,1,0.46
189879801,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,929,13,2,80,,1,1,1,1,2,2,2,2,98,99,,,,98,2,97,7,97,Ninguno,97,Que siga gobernando Morena,1,3,2,1,97,1,1,4,0.87
189834997,07/09/2023,1,AGUASCALIENTES,5,1_5,"JESUS MARIA, AGS.",1,JESUS MARIA,394,17,2,29,,1,2,2,1,2,2,,,,3,,,,98,2,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,2,6,2.12
189825014,07/09/2023,9,CIUDAD DE MEXICO,12,9_12,"TLALPAN, CDMX",1,CIUDAD DE MEXICO,3979,12,2,32,,1,1,2,1,1,2,,3,,2,4,,,98,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,3,2,3,0.76
189920389,07/09/2023,13,HIDALGO,23,13_23,"FRANCISCO I. MADERO, HGO.",1,TEPATEPEC,370,8,1,55,,1,2,2,1,2,2,2,,,2,,,,98,2,1,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,97,3,1,5,1.2
189866692,07/09/2023,12,GUERRERO,1,12_1,"ACAPULCO DE JUAREZ, GRO.",4,TRES PALOS,374,33,2,25,,1,2,2,2,2,1,2,,,,,1,,1,4,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,2,2,1,0.49
189885683,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4821,1,1,55,,1,1,2,1,1,1,2,1,,1,1,1,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.75
189940440,07/09/2023,7,CHIAPAS,97,7_97,"TONALA, CHIS.",2,PAREDON,1509,46,1,25,,1,2,2,1,2,1,1,,,1,,1,1,3,1,1,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,2,4,1.03
9230102,07/09/2023,7,CHIAPAS,56,7_56,"MITONTIC, CHIS.",5,CHALAM,784,9999,1,36,,1,2,2,1,1,1,2,,,2,3,1,,3,4,2,1,3,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,2,2,2,2,4,1.03
169522165,07/09/2023,28,TAMAULIPAS,35,28_35,"SAN FERNANDO, TAMPS.",1,SAN FERNANDO,1242,92,2,46,5,1,1,2,1,1,1,2,1,,2,1,1,,3,4,1,98,7,PAN - Partido Acción Nacional,1,No sabe,98,2,98,2,2,2,2,5,1.1
4408341562,07/09/2023,15,MEXICO,43,15_43,"IXTLAHUACA, MEX.",5,SAN LORENZO TOXICO,2229,1,1,33,,1,1,1,1,1,1,1,4,2,3,2,1,4,3,4,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,2,2,0.71
4408108774,07/09/2023,15,MEXICO,41,15_41,"IXTAPAN DE LA SAL, MEX.",8,AHUACATITLAN,2174,9,1,57,,1,1,2,1,1,1,1,3,,3,3,1,2,3,4,1,2,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,2,0.52
4408792569,07/09/2023,16,MICHOACAN,111,16_111,"ZINAPECUARO, MICH.",3,JERAHUARO DE JUAREZ,2559,63,2,27,,1,1,2,1,1,1,2,1,,2,2,1,,3,4,1,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,1,1,0.49
189875447,07/09/2023,32,ZACATECAS,42,32_42,"SOMBRERETE, ZAC.",1,SOMBRERETE,1293,33,2,23,,1,2,2,1,2,1,2,,,2,,1,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,2,2,2,1,2,0.58
189831104,07/09/2023,9,CIUDAD DE MEXICO,11,9_11,"TLAHUAC, CDMX",1,CIUDAD DE MEXICO,3717,54,1,27,,1,1,2,1,2,1,,3,,2,,2,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,2,0.71
189948726,07/09/2023,25,SINALOA,11,25_11,"GUASAVE, SIN.",15,JUAN JOSE RIOS,2193,9,1,53,,1,1,2,1,2,1,1,2,,2,,2,3,3,4,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.79
189876660,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4821,1,1,30,,1,1,1,1,2,1,2,2,1,4,,2,,3,4,1,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,3,1,1,2,0.71
189883613,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",1,ZAPOPAN,3103,31,1,67,,1,2,2,1,2,1,2,,,2,,2,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,2,0.37
189830191,07/09/2023,7,CHIAPAS,20,7_20,"LA CONCORDIA, CHIS.",589,LA TIGRILLA,312,10,1,60,,1,2,2,1,2,1,,,,4,,2,,1,4,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.75
9230007,07/09/2023,5,COAHUILA,2,5_2,"ACUÑA, COAH.",1,ACUÑA,3,91,2,45,,1,1,2,1,2,1,,1,,4,,2,,1,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.7
4408770945,07/09/2023,16,MICHOACAN,54,16_54,"MORELIA, MICH.",1,MORELIA,1206,5,1,42,,1,2,2,1,2,1,1,,,2,,2,3,1,4,2,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,2,1,0.55
189929800,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,20,1,35,,1,1,1,1,1,1,1,2,4,4,4,2,2,1,4,1,3,5,PRD - Partido de la Revolución Democrática,3,Que haya un cambio de partido en el gobierno,2,1,2,3,3,3,1,2,0.7
4408448228,07/09/2023,16,MICHOACAN,54,16_54,"MORELIA, MICH.",1,MORELIA,1206,5,2,36,,1,1,2,1,1,1,2,2,,2,2,2,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,1,0.41
9230100,07/09/2023,8,CHIHUAHUA,37,8_37,"JUAREZ, CHIH.",1,JUAREZ,2829,26,2,57,,1,1,1,1,2,1,2,1,3,4,,2,,3,4,2,7,6,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,5,1.5
4408161536,07/09/2023,15,MEXICO,41,15_41,"IXTAPAN DE LA SAL, MEX.",8,AHUACATITLAN,2174,9,1,30,,1,1,1,1,1,1,2,1,5,4,2,2,,3,4,2,7,2,Ninguno,97,Que siga gobernando Morena,1,98,2,1,1,1,2,1,0.55
4408316432,07/09/2023,15,MEXICO,38,15_38,"HUIXQUILUCAN, MEX.",1,HUIXQUILUCAN DE DEGOLLADO,2048,34,1,37,,1,1,2,1,1,1,1,3,,2,2,2,4,3,4,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,98,1,2,2,2,2,1,0.55
4408748726,07/09/2023,14,JALISCO,124,14_124,"ZAPOTLANEJO, JAL.",1,ZAPOTLANEJO,3302,28,1,29,,1,1,1,1,1,1,1,4,3,3,2,2,3,3,4,2,1,2,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,1,2,2,2,2,2,0.71
169555382,07/09/2023,23,QUINTANA ROO,1,23_1,"BENITO JUAREZ, Q. ROO.",1,CANCUN,826,6,1,43,4,1,1,2,1,1,1,2,5,,3,4,2,,3,4,2,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,3,2,2,2,2,1,0.55
189834788,07/09/2023,31,YUCATAN,67,31_67,"SEYE, YUC.",1,SEYE,782,48,1,27,,1,1,2,1,2,1,,3,,3,,2,,3,4,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,2,2,0.71
169548700,07/09/2023,23,QUINTANA ROO,1,23_1,"BENITO JUAREZ, Q. ROO.",1,CANCUN,826,79,1,63,6,1,1,1,1,1,1,2,4,4,5,4,2,,3,4,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,3,2,2,2,2,2,0.52
189934350,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,26,1,50,,1,1,2,1,1,1,2,4,,3,99,2,,3,4,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,2,2,2,2,1,0.51
169547377,07/09/2023,32,ZACATECAS,48,32_48,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",1,TLALTENANGO DE SANCHEZ ROMAN,1498,22,2,34,3,1,1,2,1,1,1,1,4,,4,2,2,4,3,4,1,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,3,1,2,2,2,2,1,0.49
4408205424,07/09/2023,15,MEXICO,38,15_38,"HUIXQUILUCAN, MEX.",1,HUIXQUILUCAN DE DEGOLLADO,2048,34,1,72,,1,1,1,1,1,1,2,3,3,3,2,2,,3,4,1,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,1,2,2,2,2,5,0.86
189835857,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",8,LAS AMAPOLAS,4497,296,1,31,,1,1,1,1,1,1,,2,3,4,2,2,,3,4,2,2,5,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,1,3,0.85
4408740928,07/09/2023,14,JALISCO,98,14_98,"TLAJOMULCO DE ZUÑIGA, JAL.",182,FRACC LOMAS DE SAN AGUSTIN,3588,6,1,32,,1,1,1,1,1,1,1,4,3,3,3,2,4,3,4,1,3,7,PRD - Partido de la Revolución Democrática,3,Que haya un cambio de partido en el gobierno,2,98,2,2,2,2,2,3,0.85
189841857,07/09/2023,25,SINALOA,11,25_11,"GUASAVE, SIN.",15,JUAN JOSE RIOS,2193,5,1,31,,1,2,1,2,2,1,,,2,,,2,,3,4,1,4,7,PT- Partido del Trabajo,4,Que haya un cambio de partido en el gobierno,2,3,1,2,2,2,2,1,0.55
4408401502,07/09/2023,15,MEXICO,43,15_43,"IXTLAHUACA, MEX.",5,SAN LORENZO TOXICO,2229,1,1,32,,1,1,2,1,2,1,2,4,,3,,2,,3,4,1,1,7,Ninguno,97,Que haya un cambio de partido en el gobierno,2,98,1,2,2,2,2,5,1.62
189836672,07/09/2023,19,NUEVO LEON,40,19_40,"MONTERREY, N.L.",1,MONTERREY,1325,9,1,19,,1,1,2,1,1,1,,4,,98,2,2,,3,4,2,98,7,NS / NR,98,Que haya un cambio de partido en el gobierno,2,3,3,2,2,2,2,3,0.84
189894855,07/09/2023,9,CIUDAD DE MEXICO,6,9_6,"IZTACALCO, CDMX",1,CIUDAD DE MEXICO,1897,6,1,49,,1,1,2,1,1,1,1,3,,3,3,2,4,3,4,2,6,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,3,2,2,2,2,0.66
4408759477,07/09/2023,14,JALISCO,72,14_72,"EL SALTO, JAL.",2,LAS PINTAS,2033,12,2,39,,1,1,2,1,1,1,1,3,,2,2,2,3,3,4,2,1,4,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,1,1,1,2,3,2,2,0.52
4408202566,07/09/2023,16,MICHOACAN,54,16_54,"MORELIA, MICH.",1,MORELIA,1206,5,2,35,,1,1,2,1,1,1,1,2,,2,2,2,2,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,3,2,3,0.62
4408429329,07/09/2023,16,MICHOACAN,111,16_111,"ZINAPECUARO, MICH.",3,JERAHUARO DE JUAREZ,2559,8,1,49,,1,1,1,1,1,1,1,3,2,3,2,2,3,3,4,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,1,3,2,3,2,2,0.66
189839912,07/09/2023,19,NUEVO LEON,40,19_40,"MONTERREY, N.L.",1,MONTERREY,1325,25,1,53,,1,1,2,1,1,1,,2,,2,2,2,,3,4,1,98,98,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,2,3,1,3,1,2,0.66
4408755310,07/09/2023,14,JALISCO,72,14_72,"EL SALTO, JAL.",2,LAS PINTAS,2033,35,1,41,,1,1,2,1,1,1,1,3,,2,2,2,3,3,4,2,1,7,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,1,2,3,2,3,2,1,0.55
4408245789,07/09/2023,14,JALISCO,98,14_98,"TLAJOMULCO DE ZUÑIGA, JAL.",182,FRACC LOMAS DE SAN AGUSTIN,3588,6,1,48,,1,1,1,1,1,1,2,3,2,3,2,2,,3,4,2,6,7,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,1,1,3,3,3,2,3,0.79
4408370802,07/09/2023,14,JALISCO,75,14_75,"SAN JUAN DE LOS LAGOS, JAL.",1,SAN JUAN DE LOS LAGOS,2068,95,2,26,,1,1,1,1,1,1,2,3,2,3,2,2,,3,4,2,6,7,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,98,1,3,2,3,2,4,0.93
4408374167,07/09/2023,14,JALISCO,98,14_98,"TLAJOMULCO DE ZUÑIGA, JAL.",182,FRACC LOMAS DE SAN AGUSTIN,3588,6,2,25,,1,1,1,1,1,1,1,4,2,3,2,2,4,3,4,2,6,7,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,98,3,3,3,3,2,3,0.76
189888080,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",1,ZAPOPAN,3103,31,1,65,,1,1,2,1,2,1,2,2,,2,,2,,3,4,2,6,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,2,3,3,3,1,6,1.25
9230085,07/09/2023,6,COLIMA,1,6_1,"COLIMA, COL.",1,COLIMA,43,42,2,18,,1,1,1,2,1,1,1,4,2,,2,2,5,3,4,2,2,7,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,1,3,2,3,2,2,0.58
189878904,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,929,25,1,66,,1,1,1,1,1,1,2,3,4,4,2,2,,3,4,2,6,3,Ninguno,97,Que haya un cambio de partido en el gobierno,2,3,1,3,97,97,97,2,0.37
4408829681,07/09/2023,14,JALISCO,72,14_72,"EL SALTO, JAL.",2,LAS PINTAS,2033,12,2,63,,1,1,2,1,2,1,2,2,,2,,2,,97,4,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.96
4408807085,07/09/2023,15,MEXICO,43,15_43,"IXTLAHUACA, MEX.",5,SAN LORENZO TOXICO,2229,1,2,29,,1,1,2,1,2,1,2,2,,2,,2,,97,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,98,3,1,1,1,1,2,0.63
4408746324,07/09/2023,16,MICHOACAN,86,16_86,"TANGANCICUARO, MICH.",9,ETUCUARO,1934,9,2,28,,1,1,2,1,2,1,2,2,,3,,2,,97,4,1,98,2,MORENA,7,Que haya un cambio de partido en el gobierno,2,2,3,1,1,1,1,1,0.49
4408751557,07/09/2023,16,MICHOACAN,86,16_86,"TANGANCICUARO, MICH.",9,ETUCUARO,1934,34,2,39,,1,1,2,1,1,1,1,1,,2,3,2,2,97,4,2,5,1,PVEM – Partido Verde Ecologista de México,5,Que haya un cambio de partido en el gobierno,2,2,1,2,2,2,1,6,1.75
4408348849,07/09/2023,15,MEXICO,43,15_43,"IXTLAHUACA, MEX.",5,SAN LORENZO TOXICO,2229,1,1,42,,1,1,2,1,2,1,2,1,,1,,2,,97,4,1,7,1,Ninguno,97,Que siga gobernando Morena,1,98,2,1,1,3,2,3,0.84
4408445093,07/09/2023,16,MICHOACAN,111,16_111,"ZINAPECUARO, MICH.",3,JERAHUARO DE JUAREZ,2559,8,1,32,,1,1,2,1,2,1,1,2,,2,,2,3,98,4,2,1,7,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,1,2,3,3,3,2,3,0.85
189894662,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4228,34,2,61,,1,1,1,1,1,1,1,2,2,3,3,3,2,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,3,1,1,3,0.78
4408767435,07/09/2023,16,MICHOACAN,103,16_103,"URUAPAN, MICH.",1,URUAPAN DEL PROGRESO,2210,66,1,18,,1,1,2,1,2,1,2,1,,2,,3,,1,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.7
189830349,07/09/2023,7,CHIAPAS,20,7_20,"LA CONCORDIA, CHIS.",589,LA TIGRILLA,312,40,1,62,,1,1,2,2,1,1,,1,,,3,3,,1,4,1,7,6,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.75
4408187019,07/09/2023,15,MEXICO,41,15_41,"IXTAPAN DE LA SAL, MEX.",8,AHUACATITLAN,2174,9,1,32,,1,1,2,1,2,1,2,2,,2,,3,,1,4,2,1,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,1,2,2,2,2,1,0.55
189834789,07/09/2023,31,YUCATAN,67,31_67,"SEYE, YUC.",1,SEYE,782,48,2,50,,1,1,2,1,2,1,,3,,3,,3,,1,4,1,4,2,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,3,2,2,2,2,6,1.61
4408711338,07/09/2023,14,JALISCO,98,14_98,"TLAJOMULCO DE ZUÑIGA, JAL.",182,FRACC LOMAS DE SAN AGUSTIN,3588,6,1,35,,1,1,2,1,1,1,1,4,,3,4,3,3,1,4,1,1,2,PRD - Partido de la Revolución Democrática,3,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,2,2,0.7
4408720419,07/09/2023,16,MICHOACAN,85,16_85,"TANGAMANDAPIO, MICH.",3,TARECUATO,1909,26,1,31,,1,1,1,1,1,1,2,3,2,3,2,3,,1,4,2,1,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,98,2,3,2,2,2,4,1.03
4408422569,07/09/2023,15,MEXICO,43,15_43,"IXTLAHUACA, MEX.",5,SAN LORENZO TOXICO,2229,1,1,30,,1,1,2,1,2,1,2,1,,1,,3,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,2,0.71
4408821845,07/09/2023,16,MICHOACAN,86,16_86,"TANGANCICUARO, MICH.",9,ETUCUARO,1934,9,1,28,,1,1,2,1,1,1,2,1,,2,2,3,,3,4,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,4,1.03
189834662,07/09/2023,15,MEXICO,12,15_12,"ATIZAPAN, MEX.",1,SANTA CRUZ ATIZAPAN,6612,10,2,25,,1,1,2,1,1,1,,2,,2,2,3,,3,4,1,7,1,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,2,0.63
189887485,07/09/2023,30,VERACRUZ,132,30_132,"POZA RICA DE HIDALGO, VER.",1,POZA RICA DE HIDALGO,3159,2,2,63,,1,1,2,1,1,1,2,3,,4,3,3,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,4,0.96
4408202447,07/09/2023,15,MEXICO,38,15_38,"HUIXQUILUCAN, MEX.",1,HUIXQUILUCAN DE DEGOLLADO,2048,34,2,35,,1,1,1,2,1,1,1,2,2,,2,3,2,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.52
189890337,07/09/2023,11,GUANAJUATO,17,11_17,"IRAPUATO, GTO.",3,ARANDAS,1138,3,2,29,,1,2,2,1,2,1,2,,,3,,3,,3,4,1,7,1,Ninguno,97,Que siga gobernando Morena,1,3,2,1,1,1,2,6,2.12
169554301,07/09/2023,28,TAMAULIPAS,35,28_35,"SAN FERNANDO, TAMPS.",1,SAN FERNANDO,1242,87,2,23,2,1,1,1,2,1,1,1,2,2,,2,3,2,3,4,2,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,1,2,2,2,2,1,0.45
189886818,07/09/2023,2,BAJA CALIFORNIA,2,2_2,"MEXICALI, B.C.",33,SANTA ISABEL,544,34,2,18,,1,2,2,2,1,1,,,,,3,3,,3,4,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,3,2,4,0.86
189834787,07/09/2023,31,YUCATAN,67,31_67,"SEYE, YUC.",1,SEYE,782,48,2,28,,1,1,2,1,1,1,,2,,1,1,3,,3,4,2,98,3,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,3,1,3,1,1,0.49
4408739579,07/09/2023,15,MEXICO,41,15_41,"IXTAPAN DE LA SAL, MEX.",8,AHUACATITLAN,2174,9,1,42,,1,1,2,1,1,1,1,3,,2,2,3,4,3,4,1,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,2,3,3,3,1,1,0.55
189882616,07/09/2023,19,NUEVO LEON,39,19_39,"MONTEMORELOS, N.L.",4,LOS ADOBES,963,9999,2,28,,1,1,2,1,1,1,2,3,,3,2,3,,3,4,1,6,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,3,1,3,3,3,1,3,0.76
4408455549,07/09/2023,16,MICHOACAN,54,16_54,"MORELIA, MICH.",1,MORELIA,1206,5,2,40,,1,1,2,1,2,1,2,1,,3,,3,,97,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.76
4408763186,07/09/2023,14,JALISCO,98,14_98,"TLAJOMULCO DE ZUÑIGA, JAL.",182,FRACC LOMAS DE SAN AGUSTIN,3588,6,2,55,,1,1,1,1,1,1,1,1,3,3,3,3,4,97,4,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,3,0.78
4408743697,07/09/2023,16,MICHOACAN,85,16_85,"TANGAMANDAPIO, MICH.",3,TARECUATO,1909,64,1,60,,1,1,2,2,1,1,1,1,,,2,3,3,97,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.63
4408149564,07/09/2023,15,MEXICO,38,15_38,"HUIXQUILUCAN, MEX.",1,HUIXQUILUCAN DE DEGOLLADO,2048,34,2,50,,1,1,1,2,2,1,2,2,2,,,3,,97,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,6,1.61
4408458757,07/09/2023,16,MICHOACAN,111,16_111,"ZINAPECUARO, MICH.",3,JERAHUARO DE JUAREZ,2559,8,2,44,,1,1,2,2,2,1,2,2,,,,3,,97,4,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.76
4408705591,07/09/2023,14,JALISCO,98,14_98,"TLAJOMULCO DE ZUÑIGA, JAL.",182,FRACC LOMAS DE SAN AGUSTIN,3588,6,1,27,,1,1,1,2,1,1,2,2,2,,2,3,,97,4,98,7,2,Ninguno,97,Que siga gobernando Morena,1,2,3,1,1,1,2,1,0.55
189890242,07/09/2023,9,CIUDAD DE MEXICO,14,9_14,"BENITO JUAREZ, CDMX",1,CIUDAD DE MEXICO,4405,9,1,39,,1,2,2,1,2,1,1,,,4,,3,2,97,4,2,7,5,Ninguno,97,No sabe,98,3,1,3,2,3,1,2,0.7
189838503,07/09/2023,19,NUEVO LEON,40,19_40,"MONTERREY, N.L.",1,MONTERREY,1325,25,2,27,,1,1,2,1,1,1,,4,,4,3,3,,98,4,2,98,2,Ninguno,97,Que haya un cambio de partido en el gobierno,2,2,2,3,98,2,2,5,1.45
189823093,07/09/2023,15,MEXICO,26,15_26,"CHALCO, MEX.",1,CHALCO DE DIAZ COVARRUBIAS,937,24,1,45,,1,1,2,1,2,1,,4,,4,,4,,1,4,2,1,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,1,3,3,3,2,4,0.97
169522477,07/09/2023,28,TAMAULIPAS,35,28_35,"SAN FERNANDO, TAMPS.",1,SAN FERNANDO,1242,87,1,46,5,1,1,2,1,1,1,2,1,,2,1,4,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.97
189835457,07/09/2023,26,SONORA,49,26_49,"HERMOSILLO, SON.",1,HERMOSILLO,592,4,2,40,,1,1,2,1,1,1,,2,,3,2,4,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,5,1.2
189878060,07/09/2023,20,OAXACA,66,20_66,"OAXACA DE JUAREZ, OAX.",1,OAXACA DE JUAREZ,523,31,1,30,,1,1,2,1,1,1,2,2,,2,2,4,,3,4,1,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,3,0.85
189819537,07/09/2023,22,QUERETARO,16,22_16,"SAN JUAN DEL RIO, QRO.",1,SAN JUAN DEL RIO,607,12,2,29,,1,1,2,1,1,1,,2,,4,2,4,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,5,1.45
189826586,07/09/2023,17,MORELOS,30,17_30,"YECAPIXTLA, MOR.",2,JUAN MORALES,865,35,1,42,,1,1,2,1,1,1,,2,,2,2,4,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,6,2.35
4408753394,07/09/2023,14,JALISCO,124,14_124,"ZAPOTLANEJO, JAL.",1,ZAPOTLANEJO,3302,12,2,33,,1,1,1,1,1,1,1,2,3,1,3,4,4,3,4,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,3,0.76
189841126,07/09/2023,9,CIUDAD DE MEXICO,3,9_3,"COYOACAN, CDMX",1,CIUDAD DE MEXICO,367,51,2,53,,1,1,2,1,1,1,,1,,3,2,4,,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,4,0.7
189934348,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,26,2,37,,1,1,2,1,1,1,1,2,,2,2,4,2,3,4,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,3,0.62
